gene	YNB_NH4_GLU_20180713	YNB_NH4_GLU_20180731	YNB_NH4_GLU_20180807	YNB_UREA_GLU_20180724	SC_NH4_GLU_20180827	SC_UREA_GLU_20180911	SC_NH4_GAL_20181023
GPM3	0.186887	-0.010858	0.399801	0.114976	-0.297815	0.001369	0.415823
YCR007C	0.309929	0.12568	0.475281	0.055679	-0.183248	0.006401	0.364186
YDR442W	0.643355	0.557542	0.995934	0.822022	-0.475094		1.859743
HSE1	0.271932	0.219483	0.527938	0.385555	-0.354964	-0.282656	
TOK1	0.423634		0.540443	0.240187	-0.504239	-0.377132	
YCR062W		0.092532	0.430367	0.201705			0.535019
ALG12	0.330102	0.640723	0.846449	0.435057	-0.391525	-0.488804	0.49032
MFM1	0.290272		0.217763	0.505327	-0.376149	-0.352199	0.543697
ULS1	0.458875	-0.361202	0.503847		-0.398328	-0.42668	0.916653
SPO23	0.299329	0.24107	0.045719	0.201805	-0.247349	-0.221898	-0.015051
YBR064W	0.360968	0.107801	0.033019	0.194012	-0.095091	-0.086878	0.046487
SPE3	1.476059	0.562223	0.452793	0.069904	-0.529278	0.344351	0.189465
UBC5	0.355225	0.029124	0.180299	0.05038	-0.153155	0.068405	0.077669
YGR064W	1.444381	0.586809	0.159126	0.011427	-0.214812		0.036943
ASG1			0.309949	0.007715	-0.611346	0.091022	0.159891
MSG5	1.257488	1.15451	1.13834	0.412401	-0.135428	0.268295	0.229887
SPE4	1.132285	0.84198	0.810496	0.346626	-0.070013	0.442635	0.173003
INP51	0.722098	0.784486	0.825851	0.137147	-0.392196	0.105528	0.699398
RPL29	0.600009	0.683085	0.704237	0.355083	-0.126589	0.131718	0.514397
NUP188	1.10822	0.711415	1.093287		-0.36872	0.096623	0.566018
ALT2					-0.248197		
GPP1	2.010872	1.351184	2.01201	0.618104	-0.047382	-0.073448	1.031227
TMN3	0.616183	0.483431	0.479013	0.215644	-0.124425	-0.065957	0.220489
PHO88	0.808401	0.619165	0.506591	0.259897	-0.120574	0.035055	0.244388
CAF40	0.66127	0.551961	0.495743	0.354273	-0.333706	-0.07562	0.331775
YGL152C	0.934973	0.805856	0.838396	0.436319	-0.423291	0.076696	-0.035502
COY1	0.500259		0.592193	0.527531	-0.275164	-0.023474	0.063446
THI12	0.28233	0.338531	0.288075	0.205801	-0.144665	0.043022	0.072588
RPL33B	0.873507	0.601983	0.43439	-0.127249	-0.44952	-0.484635	0.418661
YHB1	0.510441		-0.110805	0.761224	0.097126	0.366513	0.611176
INA1	0.37512	0.092532	0.079735	0.43753		0.05097	0.336089
YFL006W	0.810043	0.545918	0.679038	1.172222	0.231451	0.4798	0.793524
NPR1	1.28656	0.244479	0.544351	1.787416		0.580264	0.600753
YJL211C	1.435856	0.449121		1.341832	0.40397	0.67747	0.803836
IRC20	0.882207	0.098769	0.268583	0.494	-0.065015	0.198774	0.170525
YMR027W	0.276143	0.064374	0.034085	0.219208	-0.038092	0.102402	0.056973
CKI1		0.062443	0.221017	0.602711	-0.089221	0.059445	0.076726
ITR2	0.241127	0.184869	0.139018	0.167741	-0.113168	0.253457	0.093508
IME2	0.083431	0.228275	0.129951	0.195866	-0.018039	0.252086	0.202201
YNL285W	0.280002	0.337738	1.049043	0.795701	-0.160178	0.682218	0.559526
SNC2	1.171472	0.712855	1.036638	0.825325	-0.13718	0.377966	0.666785
FDC1	0.245593	0.212712	0.25581	0.203656	-0.070369	0.18232	0.185368
APS3	0.545844	0.338948	0.872978	0.456265	-0.185109	0.363857	0.397634
YBR225W	0.84191	0.60146	1.174404	0.877508	0.024998	0.524574	0.741709
SIF2	0.645719	0.297206	1.15059	0.488977			
DNF1		0.220769		0.352805	-0.189755	0.11191	0.287645
YER087C-A	0.784681	0.326867	0.51647	0.11901	-0.046692	0.358207	0.335967
DIE2	1.314077	0.577507	1.422907	0.683412	-0.078458	0.765604	0.469191
OPY1	0.346275	0.122611	0.278003	0.133338	-0.036353	0.131167	0.160674
NUP100	0.713902		0.907335	0.837302	0.041556	0.466395	0.188537
ECM7							0.098098
YBR071W	0.789727	0.594962	1.068062	0.898858	0.089569	0.659039	0.130306
DIT2	0.309132	0.305846	0.279137	0.255393	0.086991	0.09951	0.057696
PEX25		0.804127	0.738138	0.851106	0.142084	0.233616	0.144181
YJR107W	0.231307	0.324944	0.20879	0.252556	-0.049512	0.107244	
ACM1	0.287165		0.201029	0.289504	-0.031989	0.223663	0.052833
CAT8	0.149281	0.47317	0.146659	0.354054	0.080136	0.170814	0.22681
YDL023C		0.434774	0.220307	0.34651	0.119719	0.104869	0.112826
YBR285W	0.258284	-0.017598	0.070916	0.239749	-0.074543	0.373387	0.076831
WWM1		0.062476	0.371574	0.707865	-0.08457	0.883971	0.312236
MDH2	0.433133	0.490332	0.081671	0.101255	0.116117	0.296396	0.351958
SUL1	0.577169	0.160283	0.170939	0.457652	0.100333	0.652814	0.444184
NMD4	0.539331		0.086432	0.221571		0.721706	0.4668
YCR099C	0.265762			0.136286	0.031489	0.368759	0.225106
UPS2	0.899388	0.708363	0.475694	0.455959		1.215461	0.897584
POR1	2.031743	0.634244	0.533403	0.776829			1.11632
MET5					0.312527	0.73943	0.969993
YMR158C-B	0.602556	0.29556	0.18966	0.216503	0.150491	0.335399	0.316858
SMM1	0.665796	0.365683	-0.023494	0.483351	0.09702	0.544368	0.421034
ELA1	0.407131	0.351896	-0.000411	0.393604	0.356548	0.364599	0.399877
APL5	0.84351	0.335913	-0.135279	0.371141	0.634087	0.644639	0.765436
GRX2	0.536574	0.230482	-0.135739	-0.028566		0.232134	0.211079
YER137C	0.672222	0.298515	-0.18062	0.220954	0.106372	0.209571	0.168964
BMT6	0.323087	0.608561	0.530054	-0.222481	-0.15948	0.728982	
YPR077C	0.325635	0.271963		-0.092451	-0.123058	0.325116	0.128085
BAP2	0.281946	0.224544	0.183668	-0.021132	-0.012945	0.262133	0.097969
RTG1							1.219753
SPS22	0.43958	0.229485	0.416303	0.012486	-0.235315	0.278628	0.179757
CUE1	0.533571	0.401188	0.612418	0.044639	-0.25588	0.504821	0.629522
RPL7B	0.444159	0.590044	0.366027	0.05102	0.04517	0.117234	0.245021
POA1	0.281175	-0.268043	0.233157	0.173435	-0.342725	0.042984	0.042067
YDR415C	0.519105		0.285008	0.119619	-0.58967	-0.0016	0.040211
YBT1	0.432275	0.111596	0.43009	-0.426515	-0.969706	-0.24471	0.253339
RSA1	2.453614	-0.500935	0.633142	-0.379879			1.256652
YMR085W	0.393419	-0.129597	0.085479		-0.712496	-0.237103	0.28729
SSN3							1.971656
TDH1	0.292165		0.126688	0.021599	-0.657693	0.041591	0.238069
NUR1	0.347662	0.174954	-0.064966	0.236142	-0.274354	0.141679	0.437982
PMD1	0.581864	0.361801	0.140884	-0.032076	-0.505931	0.05188	0.479981
YER085C	0.262556	0.150921	0.030649	0.03899	-0.229546	0.007006	0.390853
YJR115W	0.520835	-0.034045	0.303617	0.247465	-0.356064	0.093172	0.370837
YDR018C	0.4539	0.082902	0.215907	0.221073	-0.532706	-0.134978	0.469867
ROT2	-0.226541	-0.700808	-0.16819	1.2248	-2.637123	-1.239884	0.562053
YNR071C	0.011807	-0.113674	-0.054738	0.384019	-0.451352	-0.146001	0.078703
YMR173W-A	0.088723	-0.03422	-0.086834	0.196285	-0.160725	-0.034934	0.078321
APL6	0.125652	-0.090302	-0.118646	0.29484	-0.483517	0.060639	0.118318
TWF1		0.025013	-0.141069	0.386979	-0.638692	0.056968	0.329524
SAK1	-0.399443	-0.063423	0.344899	0.157301	-0.557296	0.217761	0.3301
TAT1	-0.416308	0.040081	0.01327	0.209604	-1.139252	0.238224	0.215585
ZAP1							1.847825
SMF1		0.042003	0.098551	0.045232	-0.559265	0.259213	0.209301
MIX23	0.143445	-0.134813	0.142736	0.213178	-0.405637	0.094108	0.08408
SCJ1	0.256737	0.157364	0.53629	0.699421	-2.557885	0.118907	0.993262
FTH1	-0.002422		0.225523	0.283327	-0.641746	-0.0219	0.201474
APT2	0.279296	-0.039132	0.156487	0.022279	-0.562947		0.473564
DRS2	0.509051	-0.001615	0.384346	0.326578	-1.545362	0.457279	1.155431
DID2	-0.011185	-0.062211	0.053351	0.010082	-0.711322	0.086225	0.474056
MCR1	0.378494	-0.157635	-0.097458	0.168542	-0.599786	0.129546	0.571952
DSE2		-0.183353	-0.15177	0.228981	-0.847557	-0.103638	0.706091
ENT1	-0.091192		0.40319	0.402729	-0.352395	0.114057	0.193043
AHT1	0.075109	-0.067621	0.414929	0.428387	-0.495884		0.245215
MET12	0.08256	-0.029168	0.135779	0.290744	-0.275859	0.246128	0.023116
ATG1		-0.171597	0.241659	0.410199	-0.328613	0.294284	0.107596
SYC1	0.11188	-0.144662	0.111731	0.170633			
IMA1			1.115851		-0.184858	0.438945	0.30862
PCA1	0.148578	-0.072252	0.312166	0.100838	-0.397592	0.290708	0.356737
YOL114C	0.286278		0.628599	0.224591	-0.458809	0.360635	
VPS61		-0.96846		0.88342			1.860735
TDA3	0.123927		0.270601	0.85553		0.713324	
TIF1		-0.033502		0.011427			0.518861
YDR157W					-1.171143	0.395803	0.743407
SEG1	0.11906	-0.251677	-0.230401	0.249087	-0.641816	0.390164	0.438823
JSN1	0.121055	0.100285	-0.285468	0.074259	-0.3419	0.247801	0.365381
THI4	0.274428	0.169213	0.016932	0.244628	-0.389371	0.429116	0.356778
TRM732	0.130031	0.092082	-0.054074	0.263651		0.30432	0.242309
TCA17	0.537042	0.537573	0.453545	0.413513	-0.414927	0.813952	1.003399
YGL046W	0.243367	0.032672	0.289359	0.464759	-0.289655	0.479593	0.705462
SMP1	0.147553	0.206106	0.0078	0.009931	-0.25244	0.129006	0.112376
FLR1		0.293149		0.079173	-0.397248	0.187759	0.249572
RNP1	0.344204		0.20708	0.243105	-0.423025	0.244788	0.280247
ATG32		0.221348	0.069727	0.273193	-0.436181	0.219562	0.18946
PGU1	-0.020432	0.33926	-0.106472	0.45879	-0.330632	0.569339	0.18342
RTN2	0.145733	0.457966	0.043234	-0.113569	-0.48268	-0.387388	0.317583
YDR048C	0.284832	1.035866	-0.446522	-0.492833	-0.984897	-1.292436	
SFL1				-0.195494			0.441331
YFR006W	0.045613	0.205642	0.28908	-0.043725	-0.248241	-0.278128	0.132747
ADY3	-0.071832	0.247617	0.247242	-0.065425	-0.325286	-0.511647	0.126544
YIL060W	-0.046455	0.228134	0.36226	0.276756	-0.436846	-0.088771	0.359269
SBE22	-0.176083	0.228363	0.155231	0.098095	-0.440952	-0.095763	0.313305
VPS25	-0.452818	1.151083	1.197466	1.10938	-0.288125	0.045846	0.836844
AHC1	-0.013198	0.487993	0.349007	0.352867	-0.205917	-0.168584	0.28077
HUT1	0.384261	0.704808	0.082051	-0.367145	-0.731094	-0.078565	0.479809
KRE2	0.353315	0.567192	0.351727	-0.329157	-0.309854	0.21255	0.511903
PCT1	0.316809	0.68923		-0.324876	-0.241641	0.242206	0.571551
YDR262W	-0.028542		0.160372	-0.012175	-0.251598	0.055364	0.198259
LSB3		0.521081	0.227353	0	-0.299899	0.093864	0.405155
HAL9	0.055081	0.435146	0.437117	-0.123314	-0.39577	0.281152	0.655717
TDA4	0.060475	0.404885	0.652086	-0.072202	-0.276997	0.11766	0.521276
EDS1	-0.09282	0.294408	0.26486	0.095382		0.062359	0.089182
HEH2							0.593843
TIR1		0.448253	0.313398	0.020121	-0.364725	0.123313	0.130238
YOL079W	0.004404	0.355079	0.232865	-0.139962	-0.402015	0.169467	0.095681
ROD1	0.029475	0.226559	0.498489	-0.235896	-0.224879	0.118148	0.23058
ENV7	0.148112	0.314549	0.369369	-0.275872	-0.305896	-0.016657	0.316115
YLR030W	0.020826	0.185809	0.250864	-0.042631	-0.137543	-0.057658	0.125431
ARC1	1.167356	-0.105522	1.312827	0.14709	-0.600447	-1.895824	0.049553
ZRG8	0.601481	0.299943	0.843682	0.261451	-0.132777	-0.886374	0.324589
SRL2	0.587471	0.591082	0.717005	-0.113594	-0.228636		-0.049046
NOP12	0.470922	0.601404	0.927471	-0.198359	-0.191396	-1.305421	0.012421
RPL41A	0.250401	0.204053	0.530363	-0.13861	-0.060737	-0.353224	-0.022743
ATP23	2.958614	0.29613	2.026377	1.406067	1.95264	-2.310623	0.576658
MRP21	1.806416	0.165436	1.880157	1.069377	0.276547	-2.336031	0.479439
YOS9	0.624082	0.070425	0.634102	0.396461	0.199779		0.13547
YJL132W	0.545497	0.126248	0.447181	-0.088104	0.007669	-0.197595	-0.010711
RPL8B	1.37846	0.452971	1.203629	0.18666	0.091807	-0.387487	0.335333
RPS29A	0.850486	0.482843	0.74713	0.026715	0.068437	-0.780009	0.464195
RPL35B	1.942571	0.95493	1.469841	0.140953	0.4405	-1.475811	0.229883
CHL4	0.553298	0.30361	0.640689	0.03807	0.258784	-0.373515	0.283163
YMC2	0.759259	0.315465	0.353827	0.301959	-0.328957	-0.283354	-0.20448
HPM1	1.641533	1.282386	1.051026	0.264428	-0.205495	-0.530289	-0.368985
ALK1	0.849002	0.498334	0.588237	0.179241	-0.235879	-0.362926	-0.289856
LRO1	0.663126	0.623163	1.014588	0.504528	-0.244513	-0.611407	-0.371855
YNL228W	0.627622	0.717773	1.239371	0.388798	0.026774	-0.649046	-0.431895
MET32	0.690276	0.309292	0.732621	0.50215	-0.170235	-0.587286	-0.105373
ALG5	1.070862		1.018968	0.228683	-0.676496	-0.001805	0.444403
YUH1	0.614703	-0.078374	0.586845	0.12429	-0.346809	-0.065826	-0.024903
BCS1						-0.077036	
FAU1	0.495783		0.402328	0.058263	-0.184544	-0.074292	0.062783
USA1	0.853489	0.236321	0.84816	-0.089066	-0.434538		-0.091326
YRF1-6	0.364319	-0.112953	0.456112	0.092739	0.04409	-0.04651	0.103861
HPF1	0.148973	-0.115829		0.46239	-0.078873	-0.254418	0.131229
PAU11	0.252519	-0.142198	0.631479	0.673702	-0.111263	-0.232326	-0.095784
YLR252W	0.125288	0.243943	0.123505	0.22466	-0.089369	-0.141264	
YDR286C	0.173934		0.254726	0.530805	-0.225433	-0.136574	-0.038114
MTC1	0.569478	0.337524	0.538885	0.68905	-0.527452	-0.326789	0.225345
YGR176W	0.160287	0.222696	0.212184	0.48437	-0.197153	-0.588148	0.037435
YJL193W	0.095442	0.081555	0.133223	0.274716	-0.101015	-0.235062	-0.021763
SPG4	0.109089	0.420228	-0.020033	0.273454	-0.14514	-0.259701	0.02303
YJL144W	0.147642	0.33716	-0.099129	0.087312	-0.274768	-0.190498	0.085507
YOR366W	0.145013	0.529694	0.025873	0.148326	-0.250877	-0.259312	-0.260381
MRPL37	1.004989	1.145573	-0.051864	0.319204	0.279353	-1.013301	
INP1	0.661978	0.493962		0.293565	0.162218	-0.620308	0.424177
GUF1	0.152261		-0.077347	0.029709	0.063233	-0.346851	0.115703
ECM34	0.319354	0.06407	-0.094631	0.250966	0.359209	-0.525166	0.322356
BUD8	0.181448	0.100112	0.078966	0.253639	0.06606	-0.287289	0.403518
GCV1	0.652043	-0.044474	-0.043115	0.481396	0.143779	-0.37559	0.515568
YGR122W	0.239747	0.085326	0.063866	0.452356	-0.051648	-0.409534	0.212856
RIM21	0.301682	0.161206	-0.015446	0.449502	-0.302674	-0.655669	0.461996
CLU1		0.289524	0.024613	0.428234	-0.221783	-0.37554	0.436221
PRM9	-0.046433		-0.03569	0.396512	0	-0.634548	0.364643
NKP1		0.092532	0.016635	0.156328	0.04858	-0.223839	0.107184
SXM1	-0.26027	0.194472	-0.150927	0.345525	-0.230654	-0.834071	0.504254
YPL039W	0.05904	0.14871	-0.111662	0.093909	-0.297872	-0.249355	0.268378
HOS2	0.35545	0.284463	-0.399938	0.166598	-0.331844	-0.412289	0.222043
SCO2	0.153518	0.275472	-0.165043	0.087206	-0.162706	-0.189244	0.273743
LDB19	0.22705	0.094188	-0.123943	0.114346	-0.067511	-0.079525	0.126234
GRX6		0.098578	-0.209009	0.229496	0.015499	-0.194307	0.285539
YER079W	-0.268254	-0.122387	0.277324	0.155754	-0.07623	0.172498	-0.076731
POR2	-1.099632	-0.589773	0.543795	0.041436	-0.507272		-0.109369
GUD1	-0.200765	-0.094038	0.14139		-0.022022	0.306464	-0.035087
YOR345C	-0.397982	-0.473639	0.337617	0.30239	0.110507		-0.260023
YJL218W		-0.86027	0.570955	0.365898	0.424362	0.700877	-0.345783
GEX2	-0.099352	-0.170178	0.241499	0.170985	0.015868	0.310881	-0.12666
FAT3	-0.206533	-1.255037			0.182459	0.31424	0.377247
RCM1	-0.028226	-0.192362	0.229483	0.094803			
PMS1	-0.283198	-2.55915				0.382041	0.614932
ANP1		-0.224812	1.167569	0.011427	-0.008943		
OTU1	-0.022841		0.321285	0.180202	0.287444	0.566604	0.002896
YLR446W	-0.416911	-0.537802	0.845181	0.610024	0.922053	1.236943	0.466386
YKL107W	-0.113023	-0.065258	0.613668	0.144411		0.866402	0.240323
THI6		-0.319009	0.749953	0.03348	0.074378	1.090883	0.249861
GEA1	0.108078		0.327797	0.147934	0.111268	0.455993	0.102229
MF(ALPHA)2		-0.215919	0.43788	0.18509		0.461022	0.073616
INP52	0.08933	-0.346859	0.952157	0.447157	0.126621	0.588029	0.049148
YNL115C	0.109576		0.235882	0.400449	0.076898	0.42085	0.42127
DIF1	0.008088	-0.197399	0.23168		0.108518	0.363175	0.373878
YDL109C	0.186867	-0.076512	-0.075257		0.015047	0.452563	-0.057124
YPR027C	-0.207027	0.118741	-0.149156		0.085437	0.507192	-0.092619
HXT8			-0.154532	0.236207	0.102803	0.582272	0.019674
PAU23	0.26476	0.209165	0.001635	0.141624	-0.036422	0.817354	-0.060837
SWC5	0.288169	0.30315	0.071206	0.272793	0.144651	0.744778	0.024866
YJL163C	0.161132	0.567737	0.091185	0.650878		1.364462	-0.205248
DSK2	0.169246	0.224015	-0.010871	0.033955	-0.170338	0.308096	-0.050312
YBL010C	-0.218473	0.344696	0.176967	0.440684	-0.07317	0.614894	-0.063261
ZTA1	-0.085648	0.492007	0.144888	0.090523	0.033035	0.518946	-0.11649
YDL134C-A	-0.607476	0.400782	0.06776	-0.526644	-0.023173	0.486615	-0.480023
PSK1	-0.243548	0.080292	0.162038	-0.111787	-0.005682	0.316198	-0.047124
YFT2	-0.168842	0.319476	0.117071	-0.034072	-0.046599	0.565504	0.173852
GLT1	-0.1454	0.228178	0.055802	-0.069982	0.027937	0.513652	0.101066
YMR130W	-0.237174	0.20843	-0.104781	-0.032839		0.280294	0.096741
YFR057W		0.269097	-0.213243	-0.157123	-0.292777	0.800197	0.097094
YPL114W	-0.123019	0.465977	0.054194	-0.305866	-0.128089	0.274606	0.250152
ETP1	0.422373	0.232177	-0.382211	-0.203296	-0.21764	-0.142997	-0.019593
YKR078W	0.593973	0.162283	-0.676813	-0.182626	-0.200698	0.014169	0.241758
YLR283W	0.508575	0.479612	-0.422631		-0.415799	0.15473	0.324178
YDL011C	0.179016	0.269046	-0.07593	-0.520087	-0.244819	0.109008	0.20201
UGX2	-0.032523	0.325594	-0.154744	-0.06999	0.003291	0.01952	-0.029552
YNL010W	0.379826	0.644512	-0.518084	-0.03105	-0.063825	-0.020503	-0.071339
MSN4	0.085687	0.380597	-0.3737	-0.130889	-0.018906	-0.055993	0.020946
KIN2	-0.064928	0.523637	-0.160723	0.343167	-0.127832	0.013347	-0.132047
YGL039W	-0.008026	0.344384	-0.050278	0.134089	0.129281	0.104451	0.011059
KGD2	-0.133594	0.52081	-0.546913	0.5013	0.002633	0.003275	0.285479
EPT1	0.012802	0.217629	-0.303913	0.254021	0.077063	0.032309	-0.074214
YBR113W	0.077884	0.507797	0.122855	0.927357	0.605821	-0.131101	0.338449
DAL2	0.116539	0.285504	-0.029344	0.344829	0.036602	0.00075	0.196244
PRM7		0.372601	0.025722	0.462318	0.100061	-0.127525	0.112782
UBP7	-0.379413	0.570058	-0.150367	-0.262072	-0.051526	-0.280813	0.222104
YPT11	-0.638396		-0.624035	-0.020781	-0.158	-0.371958	0.155984
SWE1	-0.625517		-0.93549	-0.179832	-0.066606	-0.418107	0.119242
UTR1		0.480842		-0.316775	-0.273656	-1.52278	0.407701
YOR385W	-0.131656	0.031773	-0.324476	-0.006645	0.048273	-0.109752	0.429308
FIT2	-0.317306	-0.034254	-0.566695	0.357767	0.120947	-0.177699	0.553544
YPL168W	-0.89167	0.292943	-0.634311	0.676466	0.336661	0.363984	1.18249
ECM30	-0.460046	0.226456	-0.687824	0.107936	0.309369	0.22127	1.006387
CTL1	-0.091415	0.103974	-0.354843	0.14398	0.325347	-0.092283	0.198066
YOR050C	-0.410355	0.488413	-0.174091	0.323244	-0.177993		0.369476
EXG1	-0.229497	0.570077	-0.023321	0.324435	-0.192818	-0.053719	0.468025
OST6	-0.489433	0.347609	-0.105681	0.426278	-0.42849	-0.17975	0.428167
SPO11	-0.073684	0.060472	-0.07691	0.086875		-0.021539	
RAD9			-0.009202				0.800221
PRM15	-0.261391	0.19481		0.117959			0.271078
AIP1			-0.698912	0.399228	-0.24714	-0.52664	
YLR122C	0.055496	-0.053362	-0.224149	0.477718	-0.141595	0.318002	-0.166058
YJR003C	0.325118	-0.205471	-0.571879	0.581219	-0.414327	0.067621	-0.285905
YDR094W	-0.193988	-0.163817	-0.204348	0.259774			-0.252444
YAR044W		-0.346156	-0.310353	0.49395	-0.110688	-0.023355	
YOP1	-0.290336	0.046994	-0.312989	0.449924	-0.390419	0.103173	0.232967
THI73	-0.115806	-0.139049	-0.747824	1.212071		0.221391	0.342443
SYG1	0.465033		-0.731967	0.789573	-0.205555	0.118572	0.232688
CRP1		-0.094829	-0.443548	0.463968		0.057634	0.09274
BRE4	-0.033359	-0.166092		0.281734	0.048038	-0.191697	0.080975
CAT5	0.258794	-0.386204	-0.026923	0.873975	0.475463	-0.435544	
YBL012C	0.160152	-0.348447	0.000183	0.473029	0.09851	-0.140627	
NPR3	0.198921	-0.07534	-0.125583	0.564915	0.046672	-0.114212	-0.006268
YGR021W	0.300823		-0.22037	0.435534	0.058795	-0.105074	0.192012
YGL177W		-0.139157	-0.2488	0.541089		-0.126294	0.24389
YMR122C		-0.035627	-0.116829	0.633438	0.346965	-0.096937	0.096405
LIN1	0.347621	-0.030058	-0.076931	0.506836	-0.066417	-0.174356	-0.103066
PEX7		-0.186012	-0.076355	0.781646	-0.345359	-0.515262	-0.261928
RSB1	0.221019	0.145419	-0.496975	0.251017	-0.168466	-0.247858	-0.038252
MAM1	0.043749	0.101835	-0.632282	0.307312	-0.44207	-0.211314	-0.217387
YPR096C	0.226423	0.02758	-0.419248	0.239372	0.082375	-0.027073	-0.35214
SPS100	0.028713	0.014892	-0.339322	0.256639	0.303887	-0.197098	-0.11207
DOS2	-0.248311	-0.105114	-0.76456	0.394436	-0.021624	-0.144766	-0.196181
JLP1	-0.031841		-0.326473	0.142793	0.025668	-0.235386	-0.189432
YPR092W		0.015164	-0.314924	0.221634	0.125643	-0.153992	-0.229344
ASI2	0.148249	-0.539991	-0.041082	-0.166572	0.304439	0.085741	0.429239
YNL035C	0.300499	-0.201014	-0.307112	0.01175	0.119017	0.078325	0.080799
PIH1	0.391362	-0.655725	-0.179839		0.234723		0.107412
YAR030C		-0.600196		-0.117731		0.395284	0.081211
STE3	0.354289	-0.709357	0.312975		-0.025431	0.022862	0.201011
ECM19	0.351859	-0.847213		-0.422849	0.157186	0.185772	0.425822
YIL165C	0.264045		0.037775	-0.131522	-0.058932	0.054457	0.095961
ICL2	0.125867	-0.208256	0.009377	-0.067547	-0.021007	0.003251	
ICL1	-0.599675	-1.879229	0.132366		-0.055539	0.392257	0.564817
DIG2	-0.192618	-0.548187		-0.510711	-0.088853	-0.059231	0.254797
YNR048W	-0.202248	-2.066855	-0.11773		-0.02296	0.150132	-0.412291
YDR203W	-0.22686	-0.672642	-0.696189	-0.264071	0.490029	0.631446	0.10977
YGR201C	-0.127247		-0.531266	-0.351256	0.013535	0.62489	0.169093
YNR061C	-0.092979	-0.226624	-0.328699	-0.297672	0.121339	0.326546	0.11031
BRE1							1.238763
RPH1	-0.446582	-0.169378	-0.788297	-0.813786	-0.195523	0.459012	0.674579
YGR137W	-0.481638	-0.038258	-0.608579	-0.714317	0.083479	0.215191	0.505381
RME1	-0.252595	-0.400153	-0.77972	-0.316598	-0.000521	0.126479	0.521052
YMR316C-A	-0.304351	-0.179196	-0.533033	-0.395928	-0.009445	0.086634	0.440222
PIP2	-0.148535	-0.225034	-1.328016	-0.450192	-0.079634	0.388676	0.595685
YRA2	-0.437942	-0.343953	-1.101891	-0.611911	-0.028258	0.299013	0.278954
TRM8	-0.248539	-0.012159	-0.401758	-0.198631	0.106927	0.421043	0.448916
YOR292C	-0.380918	0.08071	-0.379867	-0.353929	-0.04495	0.695426	0.36283
YML048W-A	-0.780367	-0.189162	-0.350319	-0.287926	0.133838		0.381399
FIG1	-0.379097	-0.124051	-0.188991	-0.238879	0.094804	0.408051	0.216432
VHS1	-0.093692	0.127335	-0.494563	-0.111146	0.243111	0.290646	0.397114
GIC2	-0.606947		-1.58913	0.086316	0.678956	0.629756	1.450978
GRX3	-0.098749	-0.080922	-0.711036	0.019967	0.402519	0.33595	0.51794
MDV1	0.323675		-0.570159	-0.483356	0.269468	0.357038	0.606724
SGN1	0.075158	-0.083085	-0.450493	-0.243849	0.285125	0.242875	0.363017
LEO1							2.394478
CIT3	-0.028323	0.107377	-0.508698	-0.183198	0.407566	0.220681	0.680627
KSP1	-0.091962	0.153536		-0.249649	0.484127	0.43934	0.944061
MFT1	-0.276408	0.092213	-0.69515	-0.6131	0.67355	0.468907	1.259113
DIP5	-0.537256	-0.48552	-0.255355	-0.145859	0.459292	0.384274	0.829845
PUS1	-0.757832	-0.597024	-0.093553	-0.098814	1.056408	0.576298	1.429692
YHL044W	-0.249868	0.00729	-0.451693	-0.061711	0.308517	0.299645	0.660658
RTN1	-0.418812		-0.510615	-0.176418	0.400234	0.213029	1.203616
PSY4	-0.550658		-0.452149	-0.16566	0.445731	0.387557	1.200611
HIR1	-0.805408	-0.307055	-0.918683	-0.287762	1.04977	0.488293	1.682397
GIM4	-0.579734	-0.615345	-1.073277	-0.191639	0.660717	0.806993	1.458816
